LLR-ID,SR-Refs,Title,Module,CodeSymbol,Detail,Rationale,TestRefs,Status,Component,Phase
LLR-092,SR-098,Durable publication intent,project-trajectory/scripts/agent_dispatch.py,publish_integration/_publish_intent/cas_ref,"Persists expected-old and target hashes, CAS-publishes, and syncs only a clean/expected development worktree with recoverable failure evidence.",,(see TC-094),Verified,CMP-004,4
LLR-093,SR-100,Ownership-state reconstruction,project-trajectory/scripts/agent_dispatch.py,reconstruct_ownership/reconcile_reservations,Reconstructs one owner/state per WI and train from Git evidence; quarantines ambiguity and duplicate claims.,,(see TC-095),Verified,CMP-004,4
LLR-094,SR-101,Lifecycle-boundary recovery,project-trajectory/scripts/agent_dispatch.py,dispatch_run/recover_publication/reconcile_owned_trains,Recovers each reservation/integration/publication fault boundary without runtime-cache authority or evidence loss.,,(see TC-096),Verified,CMP-004,4
LLR-095,SR-107,Dual-plan path isolation,project-trajectory/scripts/agent_loop.py;project-trajectory/scripts/schedule.py,worker_main;classify,Rejects dual rows on the direct worker path.,,(see TC-097),Verified,CMP-004,4
LLR-096,SR-108,Serialized dual-plan disposition,project-trajectory/scripts/agent_dispatch.py;project-trajectory/scripts/agent_loop.py,dual_plan_disposition/dispatch_run;main,Commits SELECT or PAGE as one docs-only disposition and regenerates validation.,,(see TC-098),Verified,CMP-004,4
LLR-097,SR-109,Spec-lifecycle close-side findings,project-trajectory/scripts/check_trajectory.py,spec_lifecycle_findings,"Emits R-F findings - done WI with non-empty SpecRef; live docs/specs file (README/-000 excluded, the spec_interface_findings idiom) with no open-WI citer - message-only, riding main's warn-plain/error-under-strict tier with no new branch.",,(see TC-100),Verified,CMP-001,4
LLR-098,SR-110,Per-module coverage-floor comparator,project-trajectory/scripts/check_coverage.py,load_floors/load_report/evaluate,"Reads the docs/coverage-floors census (module + min percent; blank and # lines ignored) and coverage.py's JSON report (per-file percent_covered, path-normalized), fails on any module below its floor or absent from the report, SKIPs when the report is absent, is a no-op with an empty census, and fails loudly on a malformed floor line.",,(see TC-101),Verified,CMP-003,1
LLR-099,SR-054,Default-density start-collapse (T2 core),project-trajectory/scripts/gen_trajectory.py,know_view/sw_view/_render_drill,"The mechanized core of usability anchor T2 (docs/rubrics/dashboard-usability.md): a view whose scale EARNS tiering — a bundle spanning more than 3 OKF types, a module set above the component threshold (the SR-089 '>3' rule) — renders START-COLLAPSED as the shared type-tiered drill, one block per type or container, rather than a flat wall of nodes; at or below the threshold it stays flat. Covers the Knowledge, How-SW and landing What views; the What icicle start-collapses to one block per SN with descend-on-click, reusing _drill_layer_svg/_render_drill so the interaction idiom is single-sourced. SCOPE: T2's remaining 'reads legibly at default density' judgement stays perceptual under LLR-055/TC-055.","Tiering imposed on a small project costs a click to reach what already fitted on one screen, so it is earned by scale rather than switched on globally. Capping DEPTH instead of collapsing was rejected and the emitter records why: height is leaf-proportional, so stopping at the SR lane still stacks one unit per SR and the wall returns. The What icicle is the case that forced the widening — it rendered the whole spine at LEAF scale, one unit per test case.",(see TC-102),Verified,CMP-002,3
LLR-100,SR-054,Detail-in-context breadcrumb (T3 core),project-trajectory/scripts/gen_trajectory.py,_render_drill/DRILL_SCRIPT,"The mechanized core of usability anchor T3 (docs/rubrics/dashboard-usability.md): descending a container never replaces the view with no way back — the drill emits a declared breadcrumb nav (<nav class=""crumbs""> with a data-root-crumb root label) whose crumb click TRUNCATES the trail to that ancestor, restoring the parent view. SCOPE: the WHOLE anchor — the breadcrumb's presence AND its restore behaviour; T3 is retired as a critique anchor and no residue is left under LLR-055/TC-055.","A drill that descends with no way back strands the reader in a view they cannot leave, and 'keeps the reader oriented' never independently passed or failed a round — the breadcrumb IS that orientation, so the claim becomes testable only once it is the thing asserted. Leaving the anchor to critique was rejected because a critique CANNOT verify it: a shot matrix captures initial views only, so a round can pass on markup while the return path itself stays unverified, whereas TC-103 clicks the crumb. It follows that a critic finding T3 violated has found a gap in TC-103, which routes through change-intake to harden this test rather than through a verdict.",(see TC-103),Verified,CMP-002,3
LLR-101,SR-052,Non-pruning SVG container roles (A2 core),project-trajectory/scripts/gen_trajectory.py,_svg_role/_FOCUSABLE,"The mechanized core of accessibility anchor A2 (docs/rubrics/dashboard-accessibility.md): no emitted <svg> declares the CHILDREN-PRESENTATIONAL role=img over a FOCUSABLE descendant, and any svg that does declare role=img carries its own accessible name (aria-label, or a first-direct-child <title> — per SVG-AAM a <title> nested in a <g> names the <g>, not the svg). Focusable means tabindex in any quoting OR a native SVG <a href>, which is tab-ordered without a tabindex. The role is chosen from the emitted BODY by _svg_role. SCOPE — and no wider: the container-role invariant as PROVEN by TC-104, over the artifact this repo ships plus the tiered fixture plus the predicate's own unit cases; it is NOT a proof over every reachable emitter configuration, so an emitter no rendered artifact exercises is unguarded. Name QUALITY belongs to LLR-108/TC-113.","role=img prunes its subtree from the accessibility tree, so declaring it over focusable descendants hides every one of them from assistive technology while the page still looks correct. The predicate must treat a native SVG <a href> as focusable and not tabindex alone: a tabindex-only predicate passes a diagram of linked stage cards that are tab-ordered without one. Setting the role at each call site was rejected — deriving it from the body is what stops a future emitter silently reintroducing the conflict.",(see TC-104),Verified,CMP-002,3
LLR-102,SR-053,One-concept-per-colour de-collision (U5 core),project-trajectory/scripts/gen_trajectory.py,STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/SW_NODE_FILL/PHASE_ACCENTS,"The mechanized core of uniformity anchor U5 (docs/rubrics/dashboard-uniformity.md): no hex value is reused across STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/SW_NODE_FILL/PHASE_ACCENTS for an unrelated concept (the intentional TIER_FILL<->OKF_TYPE_FILL SN/SR/LLR/TC mirror is the one exception, asserted as a bijection rather than a set match), no PHASE_ACCENTS entry equals the CSS --accent token, and PHASE_ACCENTS clears a PAIRWISE (not merely adjacent) deltaE floor of 15. SCOPE: hex-identity and deltaE across these five declared palettes; the near-duplicate residue across vocabularies belongs to LLR-109/TC-114.","One hex carrying two concepts makes the legend a lie in both directions, and a phase sharing the --accent token makes that phase's focus and hover ring invisible — a control the reader cannot see they have reached. Comparing only ADJACENT entries was rejected: a palette is read as a whole, so two members that collide are a collision wherever they sit in the list.",(see TC-105),Verified,CMP-002,3
LLR-103,SR-053,Uniform node/edge/legend/highlight styling (U3 core),project-trajectory/scripts/gen_trajectory.py,_ring_ink/_ring_style/when_view legend,"The mechanized core of uniformity anchor U3 (docs/rubrics/dashboard-uniformity.md): the hover/focus highlight ring resolves to ONE shared per-fill `--ring` custom property across every SVG emitter (drill/icicle/flat-DAG/knowledge) rather than a different hue per emitter, and the When tab's phase-accent key renders through the SAME `.legend`/`<i>` component every other legend in the document uses rather than a bespoke inline-chip idiom. SCOPE: highlight-token equality and legend-component equality, asserted structurally against the emitted CSS and markup. Spacing and exact visual weight belong to LLR-110/TC-115.","A highlight that changes hue between views teaches the reader a different interaction language per tab, and a legend built twice drifts in one copy while the other stays right. Per-emitter hues were the shipped state (an accent token in the drill views, a hardcoded amber elsewhere) and were rejected precisely because nothing held them equal: sharing one token means a change lands everywhere or nowhere.",(see TC-106),Verified,CMP-002,3
LLR-104,SR-053,Process-tab node-label type scale (U1 core),project-trajectory/scripts/gen_trajectory.py,--nhead/.stgt/.stgn/.hooplab/.hubname,"The mechanized core of uniformity anchor U1 (docs/rubrics/dashboard-uniformity.md): the Process tab's working-loops SVG no longer hardcodes 12px/9.5px/13px/13px on .stgt/.stgn/.hooplab/.hubname. .stgt/.stgn are the same per-node-label role as the shared --nlabel/--nsub tokens the icicle, dag and knowledge views already share, and reuse them directly; .hooplab/.hubname are a once-per-diagram headline label, a genuinely different role, so they take the one documented --nhead scale step. SCOPE: these four selectors resolve to a declared token, asserted structurally against the emitted CSS. Whether the sizes read as uniform belongs to LLR-111/TC-116.","A magic number is invisible to every later change: two independently-drifting literals doing one job diverge the first time somebody adjusts one of them. Collapsing all four selectors onto the node-label tokens was rejected because a once-per-diagram headline is a different role, and forcing one token onto two roles is the same defect in the other direction.",(see TC-107),Verified,CMP-002,3
LLR-105,SR-054,Interactive-control contrast in both themes (T5 core),project-trajectory/scripts/gen_trajectory.py,_ring_ink/_ring_style/_cedge_marker,"The mechanized core of usability anchor T5 (docs/rubrics/dashboard-usability.md): EVERY control painted over a node's own fill clears the WCAG 3:1 UI-boundary floor against EVERY node fill declared in STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/SW_NODE_FILL/PHASE_ACCENTS, in BOTH themes — computed per fill (white or near-black, whichever contrasts more), never a single fixed hue. Covers the descend/hover/focus ring AND the containment/descend arrow (.cedge shaft plus its marker head), which derives from the same per-fill --ring token; its marker head takes a per-ink marker because marker content is rendered from the defs tree and cannot see the referencing node's custom properties (a constraint recorded in _arrow_markers), and RING_INKS is the closed ink set that makes that emission total. SCOPE: a control's contrast against its host fill, arithmetic like the sibling A4 tests. Whether the affordance otherwise reads as inviting stays perceptual under LLR-055/TC-055.","A fixed hue vanishes on whichever fill happens to match it, and the failure is total where it lands: the measured collision put a control at 1.00:1 against its host, i.e. invisible. Fixing only the ring was rejected once the same fixed token was found on the descend ARROW — the very control a reader must find to descend a tier — measuring 1.06:1 light and 1.99:1 dark on a shipped phase fill. One control's fix does not generalise; deriving every such control from the host fill does.",(see TC-108),Verified,CMP-002,3
LLR-106,SR-053,Single-sourced concept colour vocabulary (U2 core),project-trajectory/scripts/gen_trajectory.py,SW_NODE_FILL/STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/PHASE_ACCENTS,"The mechanized core of uniformity anchor U2 (docs/rubrics/dashboard-uniformity.md). Every concept's fill is LOOKED UP from a declared module-level palette, so the same concept cannot render two hexes — there is only one place a hex can come from. Concretely: every #rrggbb appearing in a rendered dashboard is either a member of a declared palette collection or a `--token:#hex` theme definition (surfaces, text and borders, which encode no concept). SCOPE: this proves single-sourcing of the VOCABULARY, not that a concept was assigned a well-chosen hue — collision and perceptual separation belong to LLR-102.","A vocabulary is one vocabulary only if every member is in it: a bare hex literal outside the declared collection is invisible to the collision sweep and to the ring-ink enumeration alike, so it evades both the checks that would catch it. That is not hypothetical — a four-kind vocabulary declared only three because one badge fill sat inline in its emitter. Auditing hues by review was rejected: review cannot see a member that was never declared.",(see TC-109),Verified,CMP-002,3
LLR-107,SR-053,One interaction idiom per node role (U4 core),project-trajectory/scripts/gen_trajectory.py,_drill_layer_svg/arch_icicle/dag_svg/know_graph_svg node groups,"The mechanized core of uniformity anchor U4 (docs/rubrics/dashboard-uniformity.md). Two node roles exist and each is spelled ONE way in every emitter that renders it: an IDENTIFIED node (icicle .cell, flat-DAG .wi, knowledge .knode) advertises its registry id through `data-id`; a DETAIL-BEARING drill node (.block, in both the When and How-SW drills) advertises its detail-map key through `data-node`; and a node of either role is made focusable the same way, `tabindex=""0""` on the group. Neither role ever carries the other's attribute. SCOPE: ATTRIBUTE parity, not runtime behaviour parity.","One node addressed two ways means every later consumer must handle both, and the second spelling is the one that gets forgotten. Proving that two emitters' handlers BEHAVE alike was considered and rejected as out of reach without a browser harness — what is provable from the markup is that they are wired through one vocabulary, and that is the narrowing this row accepts explicitly rather than claiming more than it checks.",(see TC-110),Verified,CMP-002,3
LLR-108,SR-052,"Accessible-name quality, not merely presence (A2 residue)",project-trajectory/scripts/gen_trajectory.py,_render_drill breadcrumb label; every focusable/role=img emit site,"The QUALITY half of accessibility anchor A2, mechanizing what LLR-101 leaves perceptual. Three rules over every focusable element and role=img graphic: it HAS an accessible name; that name is never a bare registry id; and navigation LANDMARKS are distinct. SCOPE, narrower than a first measurement suggests: A2 governs INTERACTIVE elements and meaningful graphics — a <title> on a decorative edge path is a tooltip, not an accessible name. Uniqueness is asserted for landmarks ONLY: a descend control for the same container legitimately recurs across drill layers, one visible at a time, so those repeats are one control reached by different paths. Whether a well-formed, unique, descriptive name is the RIGHT description belongs to SR-054's reading-task critique.","A bare registry id tells a screen-reader user nothing about what the control is, and a reader listing landmarks hears a flat list in which two called 'Breadcrumb' are indistinguishable — which is what three drills produce unless the names are made distinct. Asserting over decorative graphics too was rejected: it would manufacture findings the accessibility standard does not make, and a check that cries wolf is one a reader stops reading.",(see TC-113),Verified,CMP-002,3
LLR-109,SR-053,Pairwise deltaE floor across every vocabulary (U5 residue),project-trajectory/scripts/gen_trajectory.py,STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/SW_NODE_FILL/PHASE_ACCENTS,"Mechanizes what LLR-102 leaves perceptual: a PAIRWISE deltaE floor across every declared vocabulary, not only within PHASE_ACCENTS. Two floors, each a recorded judgement — 15 WITHIN a vocabulary (every member can sit beside every other in one legend) and 12 ACROSS (two vocabularies share no legend, so the floor is lower rather than absent). The declared tier<->okf mirror is exempt BY DESIGN and is asserted BYTE-EQUAL, so 'exempt' cannot drift into 'nearly equal'. SCOPE: perceptual SEPARATION of the declared palettes. Whether a given hue suits its concept is not asserted.","'A collision the identity check misses' looked like a judgement call only because the formula was already there and nobody had widened the set it ran over — the same arithmetic on more members. A cross-vocabulary floor of zero was rejected on evidence: a reader conflated a pair drawn from two different vocabularies, so sharing no legend reduces the risk without removing it. Three live conflations were sitting in the shipped palettes at the binding — sw external/component at deltaE 8.6, SR/phase[3] at 9.5, Interface/phase[7] at 10.5.",(see TC-114),Verified,CMP-002,3
LLR-110,SR-053,Declared weight/alpha/corner tokens (U3 residue),project-trajectory/scripts/gen_trajectory.py,--w-*/--o-*/--r-* tokens; SVG_RX,"Mechanizes what LLR-103 leaves perceptual. Fourteen CSS tokens plus SVG_RX name one step per role for stroke-width, opacity and corner radius, near-duplicates merged into the role's step, and every emitted value must resolve to a declared token. stroke-opacity is checked under the opacity scale deliberately — it is the same scale applied to a stroke. SVG_RX is enforced against both the source literals and every render, because the rx presentation attribute cannot read a CSS custom property portably. SCOPE: token membership, asserted over paint surfaces (style blocks and style/fill/stroke attributes), never over prose that quotes CSS.","'Spacing and exact visual weight' was undecidable because the weights were never declared: the shipped page carried 8 stroke-widths, 7 opacities, 5 corner radii and 6 SVG rx values, of which five stroke widths were doing the single job 'draw a connector' and four rx values 'round a node box'. Nothing can be uniform against an undeclared scale, so declaring the roles is what turns the judgement into a check; leaving it to review was rejected because a near-duplicate weight is exactly what an eye does not catch.",(see TC-115),Verified,CMP-002,3
LLR-111,SR-053,"Declared type scale, no raw font-size literals (U1 residue)",project-trajectory/scripts/gen_trajectory.py,--nlabel/--nsub/--nhead + --tiny/--xsmall/--small/--body/--lead/--display/--hero + --rel,"Mechanizes what LLR-104 left perceptual. 'Do the sizes read as visually uniform' was undecidable because the scale was never written down: 18 raw font-size literals against 5 tokens, with .7/.75rem, .9/.95/.98rem, 1.05/1.1rem and 8.5/9px each being near-duplicate steps for ONE role 3-7% apart. Eleven steps are now declared in THREE documented families - node (px, because SVG geometry is fixed px and a rem resizes labels out of their boxes), page (rem), and one relative step (em, for text sized against its parent) - and every emitted font-size must resolve to one. Claiming a single scale across those units would be false, so the LLR states three. SCOPE: step membership over paint surfaces. Whether the chosen steps are well-proportioned is not asserted.",,(see TC-116),Verified,CMP-002,3
LLR-112,SR-052,Keyboard reachability of every wired control (A1 core),project-trajectory/scripts/gen_trajectory.py,emitted querySelectorAll wiring; tabindex + native-link emission,"The mechanized core of accessibility anchor A1 (docs/rubrics/dashboard-accessibility.md): every element the emitted page WIRES an interaction to is keyboard-focusable. The wired set is DERIVED from the document's own DOM-selecting calls and then classified — a control selector (its matches receive per-element click/focus/dblclick/keydown listeners) may match only elements carrying tabindex=0 or natively tab-ordered (a button; an SVG a-with-href, the LLR-101 predicate), and each non-control selector records why its matches are not focus stops. A newly wired selector fails the owning test until classified. The derivation reads EVERY DOM-selecting API (querySelector/querySelectorAll/closest/matches, any quote style) and fails loudly on a non-literal selector argument, which a static read cannot classify. A control-selector wiring loop that attaches click or dblclick must attach focus or keydown beside it, statically asserted. Order-integrity: document order IS emission order, no positive tabindex may reorder the walk, and tabindex=-1 is legal only on the roving tablist buttons. SCOPE — and no wider: focusability, order-integrity and activation PAIRING of the wired set over the shipped artifact plus the seven-fixture emitter sweep. Runtime behaviour equivalence is not driven, and whether the order FEELS sensible stays a reader-experience judgement. Runtime-created controls (the breadcrumb buttons) are native <button>s, keyboard-operable by construction and outside the static walk — a recorded limit.","A control reachable only by pointer is unreachable for a keyboard user, and the page still looks complete, so nothing reports it. Enumerating the controls by hand was rejected: a per-element list goes stale the moment a selector is added, whereas deriving the wired set from the document's own calls means a new selector fails until someone classifies it. Two narrowings are load-bearing and must not be relaxed back: the derivation has to read every DOM-selecting API rather than one spelling of one call, or it silently misses wired controls; and the key-handler half has to be asserted statically rather than deferred to a browser, or mouse-only wiring ships.",(see TC-117),Verified,CMP-002,3
LLR-113,SR-052,No information by colour alone (A3 core),project-trajectory/scripts/gen_trajectory.py,tier_legend + sw/phase/status legend emitters; STATUS_GLYPH,"The mechanized core of accessibility anchor A3: for every declared colour vocabulary (enumerated from the module constants, the U5/U2 closure, so a new vocabulary enters by existing), every member that actually PAINTS in a rendered document resolves to a legend swatch labelled in words in that same document, with CSS tokens resolved. Status members additionally pair a per-status glyph. The emitted JS detail-badge maps are SUBSTITUTED from TIER_FILL/STATUS_FILL rather than hand-copied, and three drift guards hold every copy equal to the constants: the emitted JS maps byte-match the Python palettes; the CSS status tokens match STATUS_FILL and are asserted theme-invariant; and the tier-legend bijection derives its expectation from the TIER_FILL dict, so a member dropped from the legend also fails. SCOPE and its narrowing: the worded cue must exist in the same document — that it sits within eyeshot of the painted element is layout this does not re-assert. The JS detail-panel badge stays out of the LEGEND rule because its background carries its concept as the badge's own visible text.","Colour alone excludes any reader who cannot resolve it, and the failure is silent: the page looks informative to everyone who can. A raw hex scan was rejected as the detection method because tokenised fills under-report it — the status legend paints through a CSS variable, and a hex scan finds one member of four. The substitution and the three guards exist because a hand-copied palette copy is the recurring defect here: one stale hex shipped in three separate places, and each copy that a test shares with its emitter is a copy the test cannot catch. The same-document narrowing costs a reader nothing today (every painted member is cued in its own tab panel) and a re-attestation should bless it knowingly.",(see TC-118),Verified,CMP-002,3
LLR-114,SR-052,"Text-contrast floors, closed over the vocabulary set (A4)",project-trajectory/scripts/gen_trajectory.py,STATUS_FILL/TIER_FILL/OKF_TYPE_FILL/SW_NODE_FILL/PHASE_ACCENTS + _ring_ink,"Accessibility anchor A4 bound. The WCAG 2.1 AA arithmetic is owned by six sibling tests — node fills vs label ink at 4.5:1, the emitted badge/boundary pairs, the no-opacity-discount rule, theme-token fills behind white text in BOTH themes, the hub-is-not-accent regression, and the per-fill focus ring at the 3:1 boundary floor — so this row adds the BINDING plus the gap none of them owned: the SET. Closed by reflection: every UPPERCASE module-level collection holding hex members must be one of the five declared vocabularies, and every member of the REFLECTED set clears 4.5:1 against its label ink (white, except the one declared queued dark-ink exception) and 3:1 for its computed focus ring. The walk is RECURSIVE (nested dicts, tuples, sets, bare strings), counts any 3/4/6/8-digit hex form as hex-bearing, and requires every member be CANONICAL 6-digit lowercase. The theme-token half is DERIVED from the emitted CSS: every fill:var(--x) token must carry a declared role, white-text-fill roles clear 4.5:1 under white in BOTH themes, container-fill roles keep --text readable in both. SCOPE — and no wider: contrast arithmetic over declared constants and emitted theme tokens (the ring boundary also binds under SR-054 T5 as LLR-105); a lowercase module-level palette would evade the reflection and is forbidden by the module's UPPERCASE-constant convention, a recorded reliance. Rendered-pixel measurement is not asserted.","Each sibling test sweeps a hand-copied list of the palettes, so a sixth vocabulary could ship outside every floor check while all six stayed green — the arithmetic was right and the SET was the hole. A new vocabulary must enter the arithmetic by EXISTING rather than by being remembered, which is what reflection buys and a seventh hand-copied list would not. Two shapes of that same defect must not return: a flat-dict-only walk misses nested and non-dict collections, and a hand-listed theme-token set is the very defect this row claims to close — both were live here, which is why the walk is recursive and the token set derived.",(see TC-119),Verified,CMP-002,3
LLR-115,SR-054,Task findability - labelled entry within one tab switch (T1 core),project-trajectory/scripts/gen_trajectory.py,build_html/_next_work_html/_nav,"The mechanized core of usability anchor T1 (docs/rubrics/dashboard-usability.md). Each of the three core reading tasks the rubric concretizes — find the project state, find the next work, find how the parts connect — is reachable within one tab switch of the landing view, its entry point a LABELLED nav control or a NAMED surface on the landing view, never an unlabelled region a reader must discover by clicking. THE DESIGN CONSTRAINT that makes the check honest: it is judged against the RENDERED artifact carrying real registry data, NEVER the nav skeleton. The guard resolves each task's entry point from the emitted document (task 1 -> the landing Definition-completeness/Execution cards, 0 switches; task 2 -> the landing Next-work card, 0 switches; task 3 -> the How-SW nav tab, 1 switch), asserts each is LABELLED and within one switch, and asserts the next-work surface is NON-EMPTY on the zero-active/all-queued fixture. SCOPE — PROVEN: a labelled entry point per task, reachable in one switch, and the next-work surface non-empty across the practice fixtures (zero-active, waiting-with-predecessor, drained). DELIBERATELY NOT: whether the reader subjectively knows what to do next; T1 leaves the critique entirely, with no residue under LLR-055/TC-055.","'Obvious' was always glossed as labelled-rather-than-unlabelled, and that gloss is the whole bar — once it is written operationally there is nothing perceptual left to adjudicate, so the anchor can leave the critique instead of being re-judged every round. The rendered-artifact constraint is the load-bearing part and must not be relaxed to a structural check: a next-work surface can EXIST in the emitter and render nothing when no row is active, so a nav-skeleton check passes on exactly the artifact a reader finds empty.",(see TC-120),Verified,CMP-002,3
LLR-116,SR-054,Viewport-fit by scale-to-fit with a legibility floor (T7 core),project-trajectory/scripts/gen_trajectory.py,_svg_fit_style/SHRINK_FLOOR,"The mechanized core of usability anchor T7 (docs/rubrics/dashboard-usability.md). Every emitted SVG (all three wrappers: _svg_wrap for dag/sw/know, the icicle panel, _drill_layer_svg) carries width:100% + max-width:<natural> + min-width:<natural x SHRINK_FLOOR> instead of a FIXED pixel width, so a diagram fills its container and scales down as the viewport narrows. SCOPE and its deliberate narrowing: a view whose natural width exceeds 390 / SHRINK_FLOOR still scrolls horizontally WITH its cue — the row's own fallback rule made mechanical. Closing that remainder needs a narrow-width re-layout (stacked columns), which is not this row.","A fixed pixel width pins the rendered size whatever the container does, which is why every narrow view demanded sideways scroll and one graph clipped a component label mid-word. A viewBox alone cannot fix it — the fixed width still wins. The legibility floor exists because pure scale-to-fit TRADES this anchor for T4: a 900px graph squeezed into 390px shrinks a label past readable, so the floor stops the fix from creating the defect it is next to.",(see TC-121),Verified,CMP-002,3
LLR-117,SR-054,Theme-lock: one theme mechanism and no mixed-family surface/ink pair (T6 core),project-trajectory/scripts/gen_trajectory.py,HTML_TEMPLATE theme tokens + every emitter's paint,"The mechanized core of usability anchor T6 (docs/rubrics/dashboard-usability.md). The measurable content is FAMILY PAIRING, not the absence of literals: a fixed status swatch carrying fixed white ink is theme-locked CORRECTLY, since neither side flips. A page inverts mid-view in exactly two ways and this row forbids both. (1) A SECOND THEME MECHANISM below :root — the document declares exactly one prefers-color-scheme block, targeting :root, and one color-scheme, also at :root. (2) A MIXED PAIR — a theme-varying ink on a theme-invariant surface, or the reverse. The two families are DERIVED from the emitted document (the dark block's override set IS the definition of theme-varying), never hand-listed, and the dark block may not override a token :root never declares. Applied to CSS rules declaring both a background and an ink, to every emitted SVG node pairing an inline rect fill with an inline text fill, and to CSS-declared SVG text fills paired against the family their host nodes actually paint in. SCOPE and its deliberate narrowings: --ring is excluded because it is stamped FROM the host fill (LLR-105 owns its floor); the JS-composed badge idiom pairs background and ink at runtime from the invariant vocabulary, where LLR-114's arithmetic owns it; and the page CSS has exactly ONE rule declaring a classifiable background AND ink today (body), so that half is prospective while the sweep's weight sits on the node and text-fill halves. Whether the chosen palettes are PLEASANT stays perceptual.","A per-component theme override is a seam the reader crosses while scrolling, and a mixed pair reads correctly in the theme it was authored in and inverts in the other — both are invisible to the author working in one theme. Forbidding colour LITERALS was the obvious rule and is the wrong one: it fails a correct fixed-on-fixed pairing and passes a varying-on-invariant one, so it would flag the safe case and miss the defect. Deriving the families from the emitted document rather than listing them means a new token joins a family by existing.",(see TC-122),Verified,CMP-002,3
LLR-118,SR-049,Generated owner decision surface (registry + attestation depth),project-trajectory/scripts/gen_open_items.py,render/_attestation_cards/word_diff/mask_local,"The RENDERED half of the Modified/Draft attestation regime whose gate SR-049 derives. gen_open_items renders (a) every pending row of docs/requirements/open-items.csv as a decision brief and (b) every SR whose Status is Draft (ratification owed) or Modified (re-attest owed) with its whole chain's per-cell before/after. Two contracts the emitted file carries: the attestation-baseline STAMP (a --since render must be reproducible by the freshness gate, or --check compares against a different history) and the check-the-baseline empty state (an auto-derived baseline sitting AFTER a pre-regime amendment renders no cells, which must never read as nothing-changed). The machine-local advisory region is masked before comparing. SCOPE and its deliberate narrowings: this module RENDERS and owns no second opinion — the attestation model is trace.reattest_model and the pending pointers are gen_trajectory.pending_block, both imported, so a disagreement with `trace.py --ratify` means this view is the defect and the brief wins. NOT claimed: that the rendered page is legible or well-composed.","A human cannot bless a delta they cannot see, and the depth that makes a re-attest readable is a WORD-LEVEL diff — which the markdown surface this replaces could not mark, so a reviewer was asked to sign a change they could only read as a whole cell. Re-deriving the attestation model here was rejected: a second opinion that disagreed with the brief would leave the reviewer arbitrating between two surfaces. Both emitted contracts exist because their absence fails SILENTLY in front of someone about to attest, which is the worst place for a quiet failure.",(see TC-123),Verified,CMP-002,4
LLR-119,SR-054,"T4 label legibility, mechanized: ink inside its box, truncation with a reveal",project-trajectory/scripts/gen_trajectory.py,_drill_block_label/_fit_lines/_next_work_title,"The mechanized floor of usability anchor T4 (docs/rubrics/dashboard-usability.md), widening the anchor's existing owner rather than adding a rubric anchor. The clause made objective: no character a block renders may fall outside that block's own rect, horizontally or vertically. The emitter FITS the sub-label to the column it will actually be drawn in — a second line when one will not hold it, then an ellipsis — with three text lines the ceiling, reusing the grid the id/name wrap idiom already proved fits row_h; a sub-label that already fits one line renders byte-identically to before. SCOPE — PROVEN: for every block of every drill layer in the emitted document, each label line's ink box lies inside its own node rect, measured from the emitted geometry with the emitter's declared per-character widths and the document's declared font sizes, entities counted as the single glyph they render. Second half: this emitter does not truncate the next-work title by a fixed budget — the card emits the whole clause and lets its own width do the fitting, the declared bound _NEXT_WORK_TITLE caps ONE item's HEIGHT rather than its text, and where it bites the remainder discloses through a NATIVE <details> cut at a word so head and remainder rejoin continuously when opened. DELIBERATELY NOT: whether an ellipsis a reader meets is ACTIONABLE — truncated-without-affordance stays T4's perceptual residue under LLR-055/TC-055, so T4 remains a live critique anchor; the full string keeps its homes in the block's title, aria-label and data-summary.","A label is illegible AS a label the moment its ink leaves the box it names, which is the half of this anchor a reader cannot argue with. Column right-sizing (LLR-057, SR-056) cannot absorb it: right-sizing clamps at MAX_TIER_COL, so a 400-character need asks for a 2000px column and gets 172 — the overflow is structural, not a tuning problem. A FIXED character budget was the shipped approach on the next-work card and is rejected: it spends the same budget at every width, cutting a title mid-word on a wide screen with the card half empty. Native <details> is the point of the reveal — operable by pointer AND keyboard with no script, in a file opened from disk, which is what makes the affordance assertable from the markup instead of needing a browser. The height bound is measured over 320 registry rows: median 44, p90 126, max 609 characters of leading clause.",(see TC-124),Verified,CMP-002,4
